microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection	collection_attempts	cycles	animal	protocol	collection_method
M301573	253	56.0784763253969	4.214238547672667	Caecum right	Positive	MSEB0015	G121eI104C	B11	12078.09608	46438.84252	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301574	227	57.99673563436316	4.41372246663309	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301575	228	44.04588319820635	4.326584699953045	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	8528.26724	38751.44014	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301576	252	57.943143986382786	4.131764817469555	Caecum right	Positive	MSEB0015	G121eI104C	B11	13566.0359	46499.60456	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301577	251	60.37172645991436	4.118762943124076	Caecum right	Positive	MSEB0015	G121eI104C	B11	13976.23738	46491.45106	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301578	253	55.69354436232484	4.185875472755453	Caecum right	Positive	MSEB0015	G121eI104C	B11	12406.356	44865.24284	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301579	252	51.18625450547498	4.199139969001713	Caecum right	Positive	MSEB0015	G121eI104C	B11	12373.86814	45172.40334	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301580	252	54.42394718926645	4.184122560897408	Caecum right	Positive	MSEB0015	G121eI104C	B11	12519.61496	45558.77052	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301581	231	58.60929070750928	4.369763102434393	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	9701.96506	35377.49422	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301582	251	55.85723633670134	4.110868878186525	Caecum right	Positive	MSEB0015	G121eI104C	B11	12463.19274	46128.53866	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301583	251	53.99149202165409	4.243850694397388	Caecum right	Positive	MSEB0015	G121eI104C	B11	12444.05048	47534.52736	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301584	251	54.923083153942144	4.2736194740151845	Caecum right	Positive	MSEB0015	G121eI104C	B11	12501.67726	49070.79602	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301585	196	62.877029077453926	5.49274777065786	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301586	220	62.69776809389618	4.490349538314503	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	8873.67322	36586.17476	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301587	252	54.970873773093665	4.139678265012983	Caecum right	Positive	MSEB0015	G121eI104C	B11	11275.81554	48031.12556	5000	Fail	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301588	253	50.18524353265053	4.174305623115041	Caecum right	Positive	MSEB0015	G121eI104C	B11	11512.58362	47676.07476	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301589	251	55.76795662869057	4.24798425148193	Caecum right	Positive	MSEB0015	G121eI104C	B11	11919.21336	47403.24194	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301590	233	57.40161672209358	4.357674604529758	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301591	250	44.94271941491322	4.162020966837075	Caecum right	Positive	MSEB0015	G121eI104C	B11	13464.0061	47206.50784	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301592	216	49.50536560463533	4.750935043581877	Caecum right	Positive	MSEB0015	G121eI104C	B11	14335.66872	47132.40912	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301593	251	52.42092716880713	4.190628298364773	Caecum right	Positive	MSEB0015	G121eI104C	B11	14072.68786	48229.9088	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301594	252	61.22332071753441	3.903048184117305	Caecum right	Positive	MSEB0015	G121eI104C	B11	11274.23834	45873.3246	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301595	252	52.9517451357077	4.1869320381974395	Caecum right	Positive	MSEB0015	G121eI104C	B11	11630.1438	45793.02248	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301596	231	55.09865828458288	4.257898024855895	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301597	252	40.50836097426123	3.0166803013599135	Caecum right	Positive	MSEB0015	G121eI104C	B11	12159.4578	45823.12736	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301598	252	56.960413141680164	4.347331087893547	Caecum right	Positive	MSEB0015	G121eI104C	B11	12544.71336	45818.00912	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301599	252	55.8549850068414	4.251298883181962	Caecum right	Positive	MSEB0015	G121eI104C	B11	12991.44836	45806.04194	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301600	194	62.568052962530054	4.933231860248004	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	9895.87964	38252.46596	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301601	218	61.02318208099111	4.740007340782843	Caecum right	Positive	MSEB0015	G121eI104C	B11	13167.91002	45805.48966	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301602	252	56.09352491424042	4.200101382674593	Caecum right	Positive	MSEB0015	G121eI104C	B11	14100.7551	45507.11548	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301603	252	52.91401372032494	4.10097056328317	Caecum right	Positive	MSEB0015	G121eI104C	B11	13995.41188	46086.12248	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301604	251	54.52884064008168	4.204745872161961	Caecum right	Positive	MSEB0015	G121eI104C	B11	13643.37694	46727.2824	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301605	237	57.70887597703099	4.282484100309605	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	11598.22248	38212.67688	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301606	252	56.77086500534718	4.187673276808141	Caecum right	Positive	MSEB0015	G121eI104C	B11	13595.2605	47410.63834	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301607	221	61.57147286439355	4.362945915815196	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301608	252	55.64884149453792	4.109249834301303	Caecum right	Positive	MSEB0015	G121eI104C	B11	13596.36506	48006.83212	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301609	252	55.80375952569132	4.130299871018185	Caecum right	Positive	MSEB0015	G121eI104C	B11	13573.00912	48179.36018	5000	Fail	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301610	228	57.62763256706148	4.463570896935958	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301611	220	55.11959518214311	4.4642637772455975	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301612	234	59.18510142295275	4.445016063102576	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301613	233	57.01999434508755	4.197912828308928	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301614	236	54.79708276388072	4.135328371068969	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301615	202	56.659563079148946	4.801591413703809	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301616	224	53.69459223576772	4.151836390383788	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301617	208	54.365635401517444	4.132119799141939	Caecum right	Positive	MSEB0015	G121eI104X	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301618	253	54.43528407060085	4.197325829846674	Caecum right	Positive	MSEB0015	G121eI104C	B11	10880.39024	47181.58112	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301619	236	25.85740837733897	3.887152836226498	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	8115.18658	37967.13796	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301620	252	55.63302064875034	4.128354364999445	Caecum right	Positive	MSEB0015	G121eI104C	B11	11177.6133	47177.76744	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301621	252	57.28050496054825	4.072980311588144	Caecum right	Positive	MSEB0015	G121eI104C	B11	11837.50238	47108.93012	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301622	252	53.64209524368675	4.073890867637232	Caecum right	Positive	MSEB0015	G121eI104C	B11	12228.07868	47018.1632	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301623	239	59.73922822005261	4.317059973489418	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301624	248	47.68992725634236	4.185649572551933	Caecum right	Positive	MSEB0015	G121eI104C	B11	12238.06288	47161.33866	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301625	252	54.72875139763701	4.179562889819136	Caecum right	Positive	MSEB0015	G121eI104C	B11	11066.91824	47442.8341	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301626	247	37.761283364108536	4.010595884512279	Caecum right	Positive	MSEB0015	G121eI104C	B11	12089.36378	48106.16384	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301627	251	56.263162983972	4.058184211529226	Caecum right	Positive	MSEB0015	G121eI104C	B11	12291.68054	48099.18876	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301628	230	59.76063169684885	4.37119288152781	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301629	252	57.28117569975361	4.221925653918588	Caecum right	Positive	MSEB0015	G121eI104C	B11	12553.1693	47697.32826	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301630	229	55.14957672768488	4.384704760157803	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	9665.23738	37793.57598	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301631	251	56.11103258477973	4.122662442144369	Caecum right	Positive	MSEB0015	G121eI104C	B11	12925.6	47760.37328	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301632	252	56.1418340738428	4.061056939668274	Caecum right	Positive	MSEB0015	G121eI104C	B11	13655.3237	47737.86962	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301633	240	59.966600448174205	4.100497105982338	Caecum right	Positive	MSEB0015	G121eI104C	B11	14190.2937	47733.95594	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301634	252	53.03696723320313	4.178266036724598	Caecum right	Positive	MSEB0015	G121eI104C	B11	12278.52954	46523.46192	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301635	234	55.64432294836698	4.488349577215522	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	16019.0228	37782.81336	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301636	252	58.79464201048297	4.270804281901198	Caecum right	Positive	MSEB0015	G121eI104C	B11	12327.51278	46664.42608	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301637	233	57.5738290838046	4.235900906395993	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301638	253	53.35859448448462	4.213269471685002	Caecum right	Positive	MSEB0015	G121eI104C	B11	12137.6993	46789.01156	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301639	252	56.03674905074129	4.088318742541257	Caecum right	Positive	MSEB0015	G121eI104C	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301640	252	57.15477078615651	4.075110194216057	Caecum right	Positive	MSEB0015	G121eI104C	B11	12812.0456	46716.83462	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301641	252	55.761802423669536	4.085281994802122	Caecum right	Positive	MSEB0015	G121eI104C	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301642	252	57.79397207610915	4.094706885320841	Caecum right	Positive	MSEB0015	G121eI104C	B11	12937.14104	44877.33044	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301643	252	53.27248211868651	4.338305663738631	Caecum right	Positive	MSEB0015	G121eI104C	B11	12939.75016	45159.48272	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301644	214	35.93139294774185	3.9530631060376415	Caecum right	NegativeCollection	MSEB0015	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301645	251	55.12771024486598	4.174622790049978	Caecum right	Positive	MSEB0015	G121eI104C	B11	12904.57932	45706.44284	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301646	252	55.16186826530745	4.036072305692642	Caecum right	Positive	MSEB0015	G121eI104C	B11	12938.69788	46308.37052	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301647	252	53.57161739740586	4.203019151061755	Caecum right	Positive	MSEB0015	G121eI104C	B11	12946.2991	47528.6228	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301648	252	56.80036444300951	4.158483370749579	Caecum right	Positive	MSEB0015	G121eI104C	B11	12895.09512	48524.79512	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301649	223	62.5009653936875	4.797937061241003	Caecum right	NegativeMebrane	MSEB0015	G121eI104M	B11	12425.71368	38690.15684	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301650	223	57.04069982108503	4.206802369142607	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301651	226	53.8758271870863	4.371461807600965	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301652	180	55.88464019970018	4.6849647562479895	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301653	180	56.35135527551492	4.622821737841072	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301654	164	55.16286158578009	4.868225838717502	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301655	179	53.4675322355361	4.502890467063825	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301656	162	52.04315432249134	4.440240994390851	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301657	191	58.56311448052418	4.827020432078092	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301658	183	54.3227245909583	4.38853128293535	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301659	205	57.31759934099552	4.393550873600352	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301660	193	54.10779733910973	4.337631862718659	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301661	193	56.75150645344763	4.299191226735703	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301663	176	55.209032902283155	4.286113022632532	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301664	182	56.65169667823813	4.645851975993588	Caecum right	NegativeReaction	MSEB0015	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
Undeter	253	56.60336666505585	4.191805825865424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
